sentiment,text
pos,"Romantic comedy is not the correct way to describe ""How to lose friends & alienate people"". The underlying romance in the plot is, for the most part, displaced by a far more interesting ""rags to riches"" tale. Although the central line of the story is somewhat rushed passed, in several screen shots, it does have a sense of; getting the ""nitty gritty"" out of the way, focusing on those key relationships which make ""office politics"" and using those almost irrelevant scenes, used purely for comic effect. Yet it works so well, especially with Pegg in the front seat. The film is ultimately very clever, playing well on the trans-Atlantic relationship Pegg shares with his co-stars and merging the cross between the high and low -life society quite well and quite refreshingly in a storyline that despite predictability is somewhat of a unique journey. The different characters in the film are presented well and casting is definitely a plus point on the film. Both the ""trading places"" relationship between Pegg and Huston and the ""love, hate"" relationship between Pegg and Dunst do work so well in a story that is, for want of a better word, charming. Even Fox, whose main asset is of course sex appeal, shocks with what turns out to be quite a dark character and acts that ""bimbo"" role all to well. Its one of these films where every little detail does pay tribute to a great piece of work. From transsexual strippers to an amazing soundtrack it all meshes nicely into what can only be described as clever comedy."
pos,"The Japanese cyber-punk films have never really done a whole lot for me, but of the handful that I've seen, most have been at least visually interesting and at least mostly entertaining. MEATBALL MACHINE is no exception.<br /><br />The storyline is about a species of parasites that take over human hosts, takes control of their bodies, turns them into ""necroborgs"", and causes them to fight each other with the sole purpose of eating each other - apparently as a ""game"" for the enjoyment of said parasites. The film mainly revolves around a shy guy and gal who fall for each other, but whose love-affair is cut short by both being infected with the parasites, and are forced to fight each other. It becomes a test of human-will vs. the parasite's control over their physical bodies...<br /><br />MEATBALL MACHINE will invariably be compared to TETSUO (as most cyber-punk films are), and for good reason. There are definitely some thematic parallels, though the films are definitely different. There's plenty of fun, splattery moments in MEATBALL MACHINE, and the creature/borg FX are definitely the high-point - a mixture of TETSUO-meets-GWAR that are both elaborate and inventive. Depending on your taste for these types of films, MEATBALL MACHINE may or may not be your thing. If you enjoy hyper-kinetic cyber-punk films with a healthy dose of splatter - this one's for you...7/10"
pos,"Okay, I know this does'nt project India in a good light. But the overall theme of the movie is not India, it's Shakti. The power of a warlord, and the power of a mother. The relationship between Nandini and her husband and son swallow you up in their warmth. Then things go terribly wrong. The interaction between Nandini and her father in law - the power of their dysfunctional relationship - and the lives changed by it are the strengths of this movie. Shah Rukh Khan's performance seems to be a mere cameo compared to the believable desperation of Karisma Kapoor. It is easy to get caught up in the love, violence and redemption of lives in this film, and find yourself heaving a sigh of relief and sadness at the climax. The musical interludes are strengths, believable and well done."
pos,"This is an Arnold movie. Now that you know that, I've saved a lot of you the time it would have taken to read this review. If you don't like Arnold, then you wont like this movie. If the case is the other, then you will very probably like it. It's as simple as that.<br /><br />Now, if you're still reading this I expect you like Arnold. Good for you! He is quite good isn't he. The Running Man is a very typical Arnold feature. It's got the usual retro-future we know so well from 80's B-Sci Fi, it's got a bunch of terrible one-liners, lots of violence and explosions, and a good-looking heroine and a happy ending.<br /><br />In this case, the evil opponent is the all-controlling 1984ish government, which uses television as an effective crowd-control with gladiator-type game shows. Arnold, of course, ends up in one of these shows and turns it all up-side-down, with a little help from his two confederates and the good-looking Amber.<br /><br />It's not a big budget movie, but it still managed to create a pretty good atmosphere of the future, with some nice matte paintings and sets to help it. It's hopelessly 80's, but I find that charming. Acting is varying, Arnold doing his usual grunt and shout thing, with a helping of stone-faced one-liners. Heroine Amber is, to put it lightly, a bit stereotypical, and the subtly named Damen Killian is a typical evil TV man.<br /><br />In spite of all it's flaws, the movie shows its message very clearly; television is an opiate of the masses, a good way to control people. It also features some at the time futuristic digital video editing, allowing the bad guys to change faces in a video to fool their audience. This does not seem futuristic at all today, which is a bit alarming.<br /><br />If you've seen Arnold movies before then you know when to watch this one. Enjoy."
pos,"In Brooklyn a century ago, the rivalry between Chuck Connors and Steve Brodie and their competing volunteer fire brigades leads to Brodie's famous bet that he can jump off the Brooklyn Bridge. This is a story which will be familiar to a lot of people through a Bugs Bunny spoof, ""Bowery Bugs"" from 1949.<br /><br />This generally very enjoyable film would probably be more widely available if it were not for the notorious and unsettling scene involving some Chinese tenement dwellers -- a time capsule of antediluvian racial attitudes, giving the film a great deal of historical interest, in my view."
pos,"This movie was an impressive one. My first experience with a foreign film, it was neither too long, nor too complex. I myself enjoyed the subtitles; and the plot was surprisingly fresh. The story of an adult son visiting his elderly father and retarded brother after a long separation appeared cliched at first, but it proved to be very touching and realistic. There was also some subtle humor so as not to depress or bore the audience."
pos,"it's a weekend i've been watched this funny film. and i really like it. all the kids are cute, who remind me of my own childhood with those stupid thinking. it's a real entertaining movie for a group of families at weekend night, which could make lots of memories and laughters. Kid's humor always work. nice acting as well. simple story but cool shooting. nice job for directer to find the kid's way. when it comes to the kid movie, i think of ""12 and holding"". another one this year but differed aspect to the kid's world, which is real and cruel. awesome work. H2EFW focuses on the happy side of childhood, which every kid and family need. p.s. Twitch, i think, is the voice of Nemo from ""Finding Nemo""."
pos,"As far as I know the real guy that the main actor is playing saw his performance and said it was an outstanding portrayal, I'd agree with him. This is a fantastic film about a quite gifted boy/man with a special body part helping him. Oscar and BAFTA winning, and Golden Globe nominated Daniel Day-Lewis plays Christy Browna crippled man with cerebral palsy who spends most of his life on the floor, in a wheelchair and carried by his family. He has a special left foot though, he can write with it, paint with it and hold things with it. He learns to speak later in the film, it is very good for a guy like him. Also starring Home Alone 2's Oscar winning, and Golden Globe nominated Brenda Fricker as Mrs. Brown and BAFTA winning Ray McAnally as Mr. Brown. It was nominated the Oscars for Best Director for Jim Sheridan, Best Writing, Screenplay Based on Material from Another Medium and Best Picture, it was nominated the BAFTAs for Best Film, Best Make Up Artist and Best Adapted Screenplay. Daniel Day-Lewis was number 85 on The 100 Greatest Movie Stars, he was number 20 on The 50 Greatest British Actors, he was number 9 on Britain's Finest Actors, and he was number 15 on The World's Greatest Actor, and the film was number 28 on The 50 Greatest British Films. Outstanding!"
pos,"Having seen Charley Boorman in Long Way Round with Ewan McGregor, I was very interested to see how Charley would be in his own show. I thought Charley came across as a lovely guy who is very grounded and down to earth. Its nice to see that celebrities struggle with their weight and fitness, it just show's their human too! I don't know a lot about bikes, but this show gripped me right from the start. The preparation and organising for this event seems immense. The event itself seems very dangerous and I'm fascinated to see why Charley and everyone else is doing it and how far he gets. I love the pace of the show and the fast upbeat music. I can't believe he broke his collar bone, I really hope its not the end, I cant wait to see the next episode..."
pos,"A wonderful early musical film from Rene Clair, as fun and witty as his silent ""The Italian Straw Hat"". Using sound in a expressive way and not just for dialogue and effects, Clair influenced early musicals in America (the opera scene from A Night at the Opera is strongly influenced by Le Million, for example). Should (but won't) be seen by all cinephiles, and the DVD from Criterion is exactly as good as you'd expect. There's not a ton of extras, but most DVD extras I've seen are useless fluff, and the Clair interview on disc is one I hadn't ever seen. Get it while it's still around."
pos,"""Tarzan and His Mate"", the second of MGM's Tarzan pictures, picks up a year after the events of ""Tarzan the Ape Man"". Tarzan and Jane have been living happily in the jungle, and Harry Holt (one of the expeditioners in the first film) returns, this time accompanied by the less-than-honorable Martin Arlington, in quest of the ivory from the elephants' graveyard. Naturally, a variety of perilous and exciting adventures take place along the way.<br /><br />The first film romanticized everything--the jungle, adventure, romance itself, wild animals, and even death. The second film still has a great deal of romanticism and a lot of wonderful action sequences, but a more serious tone underlies the action. The characters dare to ask questions like: What if something happened to Tarzan? What would Jane do if she was stranded by herself in the middle of the jungle and she had to fend for herself? While these are probably the questions real people would be asking in this situation, it creates a certain amount of somberness that isn't always as much fun as the throw-caution-to-the-wind attitude of the original.<br /><br />One of the most enjoyable aspects of this film is the growth we see in Tarzan and Jane's relationship. Tarzan still speaks very broken English, but he has clearly learned a few new words from his mate. Additionally, their love for each other has really blossomed, and we feel like they really have spent a year together in the jungle.<br /><br />Most people consider ""Tarzan and His Mate"" superior to the original ""Tarzan the Ape Man"". Personally, I liked the first film just a little bit better. The main reason is that the relationship between the Harry Holt & Martin Arlington team isn't nearly as likable as Holt's relationship with James Parker (Jane's father) from the original. The Mr. Arlington character could have worked as a great movie villain, but he plays the hero for far too much of the movie. The movie can never decide whether we should like him or hate him. (Also, I don't want to give anything away, but in one of the scenes where we should clearly hate him, Jane never finds out about those events, so the ending isn't quite as satisfying as it could have been.) All of these detractors are relatively minor, however, and it's still a great movie.<br /><br />Like the first film, ""Tarzan and His Mate"" has amazing action scenes, wonderful wildlife footage, and one of the screen's all-time greatest romances. If you liked the first film in the series, this is definitely a sequel to see."
pos,"** Warning - this post may contain spoilers **<br /><br />I only got a Gamecube in September 2005, and the first two games I bought were James Bond games, the decent Agent Under Fire and the dull Goldeneye Rogue Agent. The next game I planned to get was Everything or Nothing, because my friend told me that it was better than the two games I already had. I have to say, he was right. <br /><br />I bought this for a tenner in HMV, and when I got home, I slammed it in to my Cube and played it for hours on end. It was much better than my other two games, and there was a much better and more interesting storyline. Graphics were some of the best I have seen (but now that the XBOX 360 has come out, Farcry Instincts Predator has some of the best graphics known to man). The storyline was clever; mad man (Willem Dafoe, named as Nikolai Diavolo) and beautiful henchwoman (Heidi Klum, named as Katya Nadanova), try to destroy the world with tiny nanobots, which at the start of the game, you, James Bond, have to destroy on a train. The bad thing is that one of them is hidden in Katya's boobs. You then have to thwart their plans and save the world.<br /><br />The great thing about this game is that it actually has actors voicing the characters, such as Cleese voicing Q. There are 27 levels, some of them short and some of them pretty long and tricky.<br /><br />Gameplay - 10/10 Graphics - 9/10 Sound - 9/10 Replay value - 7/10 Multiplayer - 8/10<br /><br />I give this game a grand total of 90%"
pos,"I saw this movie once in or close to its release year 36 years ago (1969). Although I can now only remember bits of it, I long to see it again. The parts I remember, rightly or wrongly, include Mustard gas in the trenches and Suzie Kendall as a German spy, offering some bloke sexual favours in the back of an enclosed truck to get military information from him. The music score was especially memorable and emotion stirring in the league of Gone With The Wind and I would love to hear it again. There must be some commercial or copyright reason why this movie is not available. Anyone know why? I doubt its anything to do with a lack of quality or interest."
pos,"This film could have been a silent movie; it certainly has the feel of one. I was extremely, extremely lucky to see this very rare version of this film. Extase, is a 'symphony of love', and transcends all language versions. French, which is the ultimate romantic language, seems quite suitable for this very sensual and lyrical version.A young Hedy Lamarr lights up the screen, in this film which, in a way is almost like a sex fantasy; but definitely far from being pornographic.Tech qualities may have been a little crude; but that does not detract from the magical spell this film exudes.Many lovers of early cinema, would absolutely adore this film."
pos,"A Pentagon science team seem to have perfected a serum which causes invisibility but when the lead boffin tries it out on himself he can't reverse the process. Frustrated and drunk with power, he turns psychotic in the classic H.G. Wells tradition.<br /><br />This is a gleefully horrible Invisible Man story, delivered with relish by the ever-tasteful Verhoeven and Bacon as the genius-turned-loonytoon-maniac. As with much of Verhoeven's work it has a terrific unrestrained sense of Boy's-Own comic-book adventure (the secret underground lab where the scientists work is just wonderful) combined with the most horrific and depraved visuals (women in their underwear being groped and attacked by an invisible fiend, animals beaten to death, literally gallons of blood and wholesale slaughter in the last two reels). Whilst the story doesn't ring any new twists on an old idea, the CG special effects by Scott E. Anderson are eye-poppingly brilliant as we see veins and arteries, cardiovascular systems, muscles, tissue, bones and flesh all literally appear out of nowhere. In particular, a sequence where the team bring a gorilla back from the invisible state and the scene where Bacon drowns Devane in a swimming pool, are absolutely breathtaking in the detail and artistic invention of the effects. The film also has a great soundtrack by Jerry Goldsmith and classic horror-movie photography by Jost Vacano. The young cast are pretty much overshadowed by the movie's technical pedigree, but both Shue and Dickens are impressively out of their depth. This is a great fun nasty movie."
pos,"This silly movie is really fun for the younger audiences. Its heros are a couple of dud detectives whose sophomoric attitudes lead them down some very silly roads. Chasing the big murder case, you will see these detectives go to every length to solve the crime. No nudity, but lots of sexual implication, slapstick silliness...everything adolescents go for. Low budget, but very entertaining. Definite cult classic potential."
pos,"It is first and foremost a chick flick, it is a romantic comedy. There is a fair balance between the two. This particular movie has the addition of some pretty sweet fight scenes, I don't think any wires were used or if they were they weren't flat out blatant. It isn't a terribly complicated movie so it easy on the brain, no need to analyze anything to get the deeper meaning, pretty simple, good chemistry between the leads, and a fun watch. I'd like it if they made brought out the full potential of the girls looks just once cause she can be amazingly cute, but throughout the movie they keep it low key kind of pretty. I'd watch it again...with a girl."
pos,"As a massive fan of fantasy in general, and of the works of Neil Gaiman *in particular*, I've been looking forward to this film so avidly, so hungrily and with such a bittersweet mixture of anticipation and fear of disappointment that I can scarcely believe it's finally here. And you know what? I needn't have feared, the film version is bl**dy awesome. Different from the book, but in a good way - less whimsical, more comical, still deeply sweet and enchanting.<br /><br />The special effects are absolutely spot-on, and make magic feel a natural and proper part of the world of Wall without being overtly spectacular and intrusive.<br /><br />Proper attention has been paid to storytelling and pacing, and the casting in the main is a triumph, with the ghostly Princes (whose roll-call read almost as a ""Who's Who"" of currently cool British comedy - Rupert Everett, David Walliams of Little Britain fame, two of the blokes from Green Wing etc) stealing most of the best lines and pretty much all of the films' funniest moments, which exist in abundance. <br /><br />In fact, the one minor criticism I have at all of the film is that sometimes the comedy elements become a little OTT, subtlety goes out of the window to the detraction of the main story.... Ricky Gervais' cameo, for example, was far too much just ""Ricky Gervais doing his usual David Brent from the Office comedy persona"" for my liking, and in my opinion, created an unwelcome and jolting break from the magical spell of the progressing story (though in fairness, from memory I believe the Ferdy character in the original book WAS pretty ""Ricky Gervais""-esquire when I think back on it)....<br /><br />But this is a minor quibble in an otherwise immaculately cast and scripted fairytale with a good mixture of action and romance. Charlie Cox, as the protagonist Tristan, captures the correct mixture of naivety, subtle comedy and self-realisation required for a story like this where a ""humble young boy embarks on life-changing quest""; Claire Danes as Yvaine is beautiful, feisty and just ever so slightly alien or ethereal, a perfect interpretation of her stellar role; Robert De Niro, in the cameo every reviewer is talking about, is indeed deserving of praise, rollicking good fun (looks like he's having a ball, too)... and Michelle Pfeiffer is triumphantly cool and nasty as wicked witch Lamia, my favourite performance of the film overall. If you enjoyed her deliciously b!tchy performance in the recent ""Hairspray"" then you will thoroughly enjoy her in this, too.<br /><br />So to round off this review: you will laugh, for sure, you will smile, and you may even cry - Stardust is a beautiful, heart-warming fairytale for all the family, with a heart of gold and more sass 'n smarts than is immediately apparent. One of my all-time favourite films is the absolutely fantastic Princess Bride, and Stardust is being readily likened to this with good reason as it is a very similar type of film exploring similar themes and territory.... and just as The Princess Bride remains fresh, smart and funny twenty years after its initial release, I believe that the delicious tongue-in-cheek sweetness of Stardust will be showing up as a family favourite on our televisions (or equivalent future device!) for many years to come."
pos,"I love Kristen Dunst, especially in Elizabethtown. I guess she's the kind of actress who had better not act before camera, but just be herself. She did that, and she looked so natural in Elizabethtown. In this movie, however, she did try to add in more artificial performance, especially in the first half of the film, so that she looked more like a sober editor. While in the other half, she totally set herself back in her daily track, and I just couldn't tell her to be an editor any way. Therefore, her performance is not enduring in this film. <br /><br />The film,on the whole, is attracting and inspiring. the character of Young is full and reasonable. Anyway, the film tells a big and sophisticated story. <br /><br />The only big defect is that it didn't show a turning point of the hero and heroine's love story. I am totally confused when they kiss at the end of the story, because that is rather unclear for the two persons."
pos,"Haunted by a secret, Ben Thomas (Will Smith) looks for redemption by radically transforming the lives of seven people he doesn't know. Once his plan is set, nothing will be able to stop him. At least that's what he thinks. But Ben hadn't planned on falling in love with one of these people and she's the one who will end up transforming him. Will Smith is back again with Director Gabriele Muccino, after the life inspiring movie ""The Pursuit of Happiness"". ""Seven Pounds"" is yet another life changing movie experience, which not only does reminds you of their previous collaboration, tearful, but inspires you joyfully in the end. Will Smith, also is the producer again with some of the others. These movies are very realistic, which depicts a common man's life & his struggles through life. Seven Pounds might have took some time to gain it's actual momentum, but just after half an hour of the movie, the movie is all set to rule your heart. Also, this movie has some twists revolving around, which lets the viewers keep guessing. Director Gabriele Muccino once again is the winner all the way, with his emotional yet inspiring message. He makes all the characters of the movie very real, that the people would actually find themselves in somewhere of the movie. Along with the director, Will Smith is yet another winner, with his superb acting skills. Once again, the duo of the director & the actor works as a charm. Also, there are other talented actors in the movie who did their part pretty well. Rosario Dawson, beauty with brains, that's what she can be called. She looks beautiful & does her part extremely well. Barry Pepper, gives a great support to the movie & Woody Harrelson does the same, although Woody did not had much screen timing(would have been good if he had more). You won't forget this movie easily. Watch this movie & change your life. Top class cinema!"
pos,"I've just watch 2 films of Pang brothers, The Eye and One take only. When I watched The Eye, I was kind of disappointed about this two guys, who I had heard good words about them before. That film (The Eye) has a really bad script, especially the ending (childish,cliche and too coincident in my opinion) , but its still good in photography and experimental images. So I decided to see One take only and I didn't disappointed again. Still great photography, stunning image, MTV-style editing, cool music and this time,the story has a lot of indie spirit,logical and beautiful, you'll see some tiny plot holes, but it doesn't cause any trouble with the storyline. The only problem about this film is I get a bad DVD."
pos,"after seeing this film for the 3rd time now i think it is almost Adam's worst film PUNCH DRUNK LOVE IS POOR in comparison to this i must say at the end when Dickie gets thrown of the boat it is so funny (the hair is different to his and i like it when he flips everyone off. This film should only be brought if your a true Adam Sandler fan.<br /><br />the characters are poor in comparison to his funny films like the Waterboy, which has the same people in it (Peter Dante) who is one of the assassins trying to kill the Australian bird.<br /><br />this film lack depth and a decent story line and deserves to be in the bottom 100"
pos,"The Secret Fury, in many ways a run-of-the-mill romantic suspense drama (directed by Mel Ferrer) boasts top-notch principals in Colbert and Ryan; it stays puzzling if not quite gripping until towards the end, when implausibility conquers suspension of disbelief -- as so often it does in this genre. But for some viewers the film's highlight will be the portrayal of blowsy Leah by Vivian Vance -- the immortal Ethel Mertz on ""I Love Lucy."" Oddly, Vance had very few film roles; her true home was Broadway, where (among other gigs) she understudied for Ethel Merman. Here she contributes a winning turn as a chambermaid suborned to play a minor part in a nefarious scheme; watch her half-heartedly trying to wave away the smoke when she's puffing a furtive cigarette in the hotel's linen-storage room -- a transgression for which she ultimately pays the supreme penalty."
pos,"This is the one in which the diminutive Ruth Gordon plays an Agatha-Christie type of murder mystery author who locks her nephew by marriage into a safe. Gordon believes that he murdered her niece and the young fellow dies of suffocation, while Gordon is traveling back and forth to New York. He manages, however, to leave behind some clues, scratches on a couple of black safe deposit boxes and an improvised and well-hidden note. Columbo enters the case, suspects her at once, and solves the mystery by simply using his supernatural mystical intuitive powers. Oh, and Mariette Hartley is on hand as Gordon's secretary and would-be blackmailer. Hartley is, I believe, the grand daughter of the psychologist B. F. Skinner. I'm not sure her ancestry had anything to do with her attractive belly button, which is on display during a belly dance sequence, but I've always admired Skinner anyway.<br /><br />The murder is well handled. It's a good plot, and none of the performers or crew fluff anything. But the outstanding figure here is Ruth Gordon, only a skosh over five feet tall. She was over 80 years old and looked it. There are moments when she almost teeters, but she consistently exudes charm. Her acting is idiosyncratic. You can never be sure when she's being serious or when she's putting Columbo and the audience on. She's given some good lines too. What humor there is comes from Gordon. Columbo doesn't have any of his frequent comic moments.<br /><br />All in all, a nice job by everyone concerned."
pos,"Robert Urich was a fine actor, and he makes this TV movie believable. I remember watching this film when I was 15, and when seeing it a second time my opinion stays the same. People lose who they were when enter this exclusive club, in a computer rich Californian town. Urich try's to figure out what is wrong with his family, and I love the Halloween space suit idea, brilliant. This film is about the battle of one's sprit. TV quality, that exceeds, the big budget, Gangs of New York. I wonder if Robert Urich was the compassionate man he portrayed in many of his movie? I hope so! 6 or 7 out of 10."
pos,"This movie is by far the cutest I have seen in a long time! Wonderful animation and adorable characters (even the bad guys were cute!) made this one a total winner in my book, and also in the books of those I saw it with. I still want to see it again, but haven't had time. Better than Toy Story, which was good too, but not THIS good ."
pos,"This is a great movie, it shows what our government will to to other countries if we don't like their government. This isn't as bad as what Reagan and Bush number one did to South America, but the US still has no business messing around with other countries like this. This movies also proves that American media spouts government propaganda. This is exactly what they did to Aristide in Haiti. The reason this coup against Chavez didn't succeed is Chavez was elected with over 90% of the vote.<br /><br />This movie isn't just a political documentary, it would still be a great movie if it were a drama, it's amazing that this is real.<br /><br />The other reviewer is lying when he says ""Chavez seizes the airwaves"", the private media is running anti Chavez propaganda all the time."
pos,"Saw this film in August at the 27th Annual National Association of Black Journalists Convention in Milwaukee, WI, it's first public screening. THE FILM IS GREAT!!! Derek Luke is wonderful as Antwone Fisher. This young actor has a very bright future. The real Antwone Fisher did a great job writing the film and Denzel's direction is right on the money. See it opening weekend. You won't be disappointed."
pos,"This movie was good for it's time. If you like Eddie Murpy this is a must have to add to your collection. Eddie was young and funny with his 80's haircut. Charlotte Lewis, Eddie's costar is hot. This was one of her first movies and she was not bad. The graphics were good for the 80's. A lot of the actors went on to do other good movies you should check them out through IMDb. Other must have from Eddie is ""Coming to America"" and ""48 hours"". Another actor ""Victor Wong"" has a small part in this movie. Check out some of his older movies like ""Big trouble in little china"". If you liked the action movies from the 80's this is your movie."
pos,"The Sopranos (now preparing to end) is the very peak of adult television and drama. When The Sopranos hits the mark, it really hits the mark. Using great writing and great actors (most of them being extras from Goodfellas) the series is aloud to progress in a satisfyingly unpredictable and exceptional way. Heading up the cast is James Gandolfini, who for all intensive purposes is Tony Soprano, and Edie Falco, who certainly holds her own. The series also boasts a great collection of regulars to push the plot along by any means necessary (usually violence and foul language). Tony Sirico, Michael Imperioli and Steve Van Zandt are great secondary characters that make every episode more interesting. Seasonal extras are also worth note including names like Steve Buscemi (great!), Joe Pantoliano (great!), David Proval (good), Robert Patrick, Robert Loggia and Frank Vincent.<br /><br />The Sopranos is a great family drama and a realistic interpretation of modern day mafia societies that despite the rare bad story lines manages to be unique TV. Symbolism and simple story lines, dreams and shoot-outs and many other things create intertwining stories and relationships that at the end of each season are resolved to create yet another perfect HBO package. Watch it..."
pos,"This movie is a great way for the series to finally end. Peter (the boy from Puppet Master III) is all grown up and is now the Puppet Master. Well, this girl comes to destroy the puppets and learn Toulon's secrets but instead she listens to the story about the puppets. Most of this movie is footage from Puppet Master II, Puppet Master III, Puppet Master 4, Puppet Master 5, Curse of the Puppet Master, and Retro Puppet Master (sorry... But I guess Paramount wouldn't let them use scenes from 1). Personally I wish Puppet Master Vs. Demonic Toys would finally be made but the way this movie ends they basically say ""This is THE final movie in the series..."""
pos,"I liked this movie. It was pretty cool. It has it all: cars, gun shooting, fighting, and even a token girl. It does not excel in any of this things, with the exception of the cars. A bit of shooting, a bit of fighting, a bit of smooching around, and LOT´s of car, with a great chase near the end. The jump, you may say, is impractical, but according to our good friends here at the IMDB it is possible, so the movie ain´t as bad as people are painting it. It has some quality, and I liked to watch it. In fact, I loved the film. And I didn´t need to turn off my brains to watch it. I wasn´t always thinking ""Is this possible?"" or tramp like that. 9 in 10."
pos,"The unflappable William Powell. He is a joy to watch on the screen as he makes his way through situations without a care in the world. He always seems on top of his game and shows little care for anyone who doubts him. The murders are projects, barely human beings. I have noticed this is a staple of the whodunnit. Other than an occasional weeping widow, the victims fulfill the function of being the reason the movie exists. Nothing more. There are enough twists and turns to keep things interesting along the way and Powell is a master at this. There is a lot of political incorrectness, especially as it relates to the Asian performers. This is a little hard to take. The cast is great, and Curtiz's direction is also a consistent asset."
pos,"This is a quirky movie that the Brits do so well. Low budget, cameo type roles, well executed. The story is a little weak, a recently widowed Judi Dench decides to round up the ""blonde bombshells' a all (well almost all) girl band who performed during the war in London. The obligatory son/daughter who thinks she's gone potty. I did like the way the movie lets young people see that they don't have a monopoly on feelings, love and even lust! That the ""old wrinklies"" can have a good laugh too. Judi Dench was superb as always, a pity we didn't get to see more of the other ""blonde bombeshells, the end was a little rushed I thought. I kept thinking as I watched that David Jason would have made an even better Patrick than Ian Holm, although he was quite adequate as the ""transvestite"" drummer. All in all a cheery movie well worth a night in with the girls :)"
pos,"Following a sitcom plot is so mindlessly easy that having her character simultaneously operate both within and without the context the rest of the cast inhabit is the kind of experimentalism that sitcoms could really use. The supporting characters ground the show in a sitcom reality which provides a contextual counterpoint to Sarah's erratic persona which, beyond general insensitivity, has no specific recurring traits for behavioural expectations to be based on, making her less a character than a canvas to be repainted in every episode if not scene. Sarah's ability to see everything from an outside perspective enables her to parody aspects of social behaviour that are subtle enough to usually go unnoticed. Every time she speaks it's like a self-contained 5 second skit. She overemotes a lot, demonstrating the countless things a smile or change in vocal pitch can signify, but never sticks with one idea long enough for you to get comfortable and form expectations that will be satisfied. This may be the most creative, original and experimental TV program ever."
pos,"I love the movie, it was a very interesting fantasy movie b/c of the real meaning of family in it, the history of our country, the fun-filled action displayed in the movie. I watch time @ the top about 4 X's a week and I just love it! I wish that a sequel had of been made to see more of Susan's dad in the past and watching how Susan delt with her new baby sister and having no telephone, computers, gameboys or anything of the 21st century. I hope everyone else enjoyed the movie as much as I did I guess you could say I'm a time at the top fanatic and I don't mind. The lil boy in the movie Robert Lincoln Walker was simply adorible I wonder who he is and how old he is today. Does anyone know if he's played in over movies or TV shows?"
pos,"but I want to say I cannot agree more with Moira.<br /><br />What a wonderful film.<br /><br />I was thinking about it just this morning, wanting to give advice to some dopey sod who'd lost money on his debit card through fraud, and wanted to say 'Keep thy money in thine pocket' and realised I was talking like James Mason.<br /><br />Even tho he didn't say those words, I still think he would! I've never forgotten 'Are ye carrying?' in his reconciliation with his son, Hywel Bennet: 'Always have money in thine pocket!' Good advice.<br /><br />Not enough kids have fathers with such unforgiving but well-meant attitudes any more. Or any father at all.<br /><br />It would be a good thing for us to reinstate 'thee', 'thy' and 'thine' in our language to show we care. It is only the same as 'tutoyer' in French or 'du' in German.<br /><br />Addendum: I just realised that a lot of my remarks were about James Mason in The Family Way!<br /><br />I think it's because I mixed up Susan George with Hayley Mills. Well, easy mistake.<br /><br />I stand by the comments tho'.<br /><br />And Spring and Port Wine is so very similar to The Family Way.<br /><br />When you took a girlfriend to the pictures in those days, you really had something to say and talk about afterwards, something that affected your knowledge of the world and your personal development.<br /><br />Theatrical experiences are almost real, and they are important in helping young people to grow up.<br /><br />It doesn't happen now, I think, that teenagers can just go to the pics like we did."
pos,"Abu, THE THIEF OF BAGDAD, helps King Ahmed regain his kingdom from a wicked sorcerer.<br /><br />As Europe was going to war and significant sections of the world was going up in flames, Sir Alexander Korda's London Films unveiled this lavish escapist fare from the legends of The Arabian Nights. Replete with swords & sorcery, it gave audiences in 1940 a short respite from the headlines. It also is a fine piece of film making, featuring good acting and an intelligent script.<br /><br />Conrad Veidt gets top billing and he deserves it, playing the evil magician Jaffar. His saturnine face with its piercing eyes makes one recall the macabre roles he played with such relish during Silent days. Here is a villain worth watching. As the boyish Thief, Sabu is perfectly cast in this, his third film. While not a hero in the typical sense of the word, his character is certainly heroic in deed & action.<br /><br />The rest of the cast do fine work. John Justin is both energetic & sensitive as the unenlightened king who must learn about the realities of live the hard way; Sabu gets a significant part of the action (when he's not transformed into a dog) but Justin is appropriately athletic when needs must. Lovely June Duprez plays the endangered Princess of Basra, coveted by two very different men. Appearing late in the film, massive Rex Ingram shakes things up as a genie with an attitude.<br /><br />Allan Jeayes uses his fine voice to good advantage as the Storyteller. Miles Malleson gets another eccentric role as the childlike Sultan of Basra, forever dithering on about his mechanical toys (Malleson was also responsible for the film's screen play & dialogue). Aged Morton Selten portrays the benevolent King of Legend. Mary Morris, later an exceptional stage actress, plays the dual roles of Jaffar's accomplice and the six-armed Silver Dancer.<br /><br />The film was begun in Britain, but wartime difficulties made Korda move it to Southern California, which probably explains the presence of American Ingram in the cast. The art direction, in vibrant Technicolor, is most attractive, especially the fairy tale architecture in blues, whites & pinks.<br /><br />*************************<br /><br />Born Sabu Dastagir in 1924, Sabu was employed in the Maharaja of Mysore's stables when he was discovered by Korda's company and set before the cameras. His first four films (ELEPHANT BOY-1937, THE DRUM-1938, THE THIEF OF BAGDAD-1940, JUNGLE BOOK-1942) were his best and he found himself working out of Hollywood when they were completed. After distinguished military service in World War II he resumed his film career, but he became endlessly confined for years playing ethnic roles in undistinguished minor films, BLACK NARCISSUS (1947) being the one great exception. His final movie, Walt Disney's A TIGER WALKS (1964) was an improvement, but it was too late. Sabu had died of a heart attack in late 1963, only 39 years of age."
