page_id	protest_id	protest_location	protest_start	protest_end	protest_subject	protest_participants	protest_time	protest_description	protest_urls
12	5442	Kansas City, MO	Friday, October 2, 2020		Subject(s): Chief Rick Smith, Ofc. Newton, Kansas City Police Department	Participant(s): 100	Time: Afternoon-Evening	Description: Rally outside police HQ in response to Newton kneeling on pregnant woman's back	Source(s):##https://www.kshb.com/news/local-news/community-activists-call-for-termination-of-kcpd-officer-chief-after-pregnant-womans-arrest
12	5437	Atlanta, GA	Friday, October 2, 2020		Subject(s): Breonna Taylor	Participant(s): 12	Time: Evening	Description: In Buckhead	Source(s):##https://www.reporternewspapers.net/2020/10/03/photos-small-car-parade-in-buckhead-protests-breonna-taylor-killing/
12	5430	Rochester, NY - Webster, NY	Friday, October 2, 2020		Subject(s): Daniel Prude, DA Sandra Doorley	Participant(s): Dozens	Time: Evening	Description: Rally at Rochester City Hall, car caravan to Doorley's Webster house	Source(s):##https://spectrumlocalnews.com/nys/rochester/news/2020/10/03/protesters-drive-to-monroe-county-district-attorney-s-home?cid=id-app15_m-share_s-web_cmp-app_launch_august2020_c-producer_posts_po-organic
12	5421	Revere, MA	Thursday, October 1, 2020		Subject(s): General - Black Lives Matter Movement	Participant(s): 160 (est.)	Time: Unclear	Description: Monthly vigil outside First Baptist Church	Source(s):##https://www.joplinglobe.com/news/local_news/joplin-for-justice-protest-calls-for-county-official-john-bartosh-to-resign/article_b0367af6-d630-57bb-867e-6c97dc5320c4.html
12	5412	Cedar Falls, IA	Thursday, October 1, 2020		Subject(s): Local - Policing	Participant(s): 100	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://twitter.com/VinnyLowerretv/status/1311830492388491264##https://kwwl.com/2020/10/01/protesters-marching-in-cedar-falls/
12	5411	Pawleys Island, SC	Thursday, October 1, 2020		Subject(s): Mayor Brian Henry, Local - Racism/White Supremacy, General - Black Lives Matter Movement	Participant(s): 12+	Time: Unclear	Description: In response to racist, anti-BLM comments made by Henry	Source(s):##https://www.postandcourier.com/georgetown/news/naacp-protests-will-continue-until-pawleys-island-mayor-brian-henry-resigns/article_b9c303ee-0422-11eb-9e25-9f71d0cc1426.html
12	5415	Lakeside, CA	Monday, September 28, 2020		Subject(s): General - Police Brutality, General - Law Enforcement, Local - Racism/White Supremacy	Participant(s): 20+ (est.)	Time: Afternoon	Description: Caravan met w/ racist, pro-Trump counterprotesters	Source(s):##https://www.sandiegouniontribune.com/news/public-safety/story/2020-10-04/black-lives-matter-caravan-met-with-opposition-in-lakeside
12	5409	York, PA	Monday, September 28, 2020		Subject(s): Breonna Taylor, Sgt. Jonathan Mattingly, Ofc. Brett Hankison, Ofc. Myles Cosgrov	Participant(s): 30	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.yorkdispatch.com/story/news/education/2020/09/28/say-her-name-central-york-student-leads-protest-breonna-taylor/3568695001/
12	5405	Louisville, KY	Monday, September 28, 2020		Subject(s): Breonna Taylor, Sgt. Jonathan Mattingly, Ofc. Brett Hankison, Ofc. Myles Cosgrov	Participant(s): 30-40 (est.)	Time: Evening	Description: March from Jefferson Square Park thru downtown	Source(s):##https://www.whas11.com/article/news/local/5-arrested-during-monday-protests-police-say/417-a7d7d3d2-c16c-4e46-851f-2fd51953a537
12	6404	Potsdam, NY	Sunday, September 27, 2020		Subject(s): Breonna Taylor	Participant(s): 30+ (est.)	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.wwnytv.com/2020/09/27/raising-their-voices-potsdam-support-black-lives-matter/
12	5407	Highland, IL	Sunday, September 27, 2020		Subject(s): General - Police Brutality	Participant(s): 50	Time: Unclear	Description: Confronted by hostile, racist counterprotesters	Source(s):##https://www.bnd.com/news/local/article246057940.html
12	5395	Louisville, KY	Sunday, September 27, 2020		Subject(s): Breonna Taylor, Sgt. Jonathan Mattingly, Ofc. Brett Hankison, Ofc. Myles Cosgrov	Participant(s): Dozens	Time: Evening	Description: March to First Unitarian Church	Source(s):##https://www.wlky.com/article/louisville-protests-continue-in-breonna-taylors-name-5th-night-after-jury-decision/34184499##https://www.courier-journal.com/story/news/local/breonna-taylor/2020/09/28/breonna-taylor-louisville-protests-what-happened-over-weekend/3556103001/
