Task,x,y,chart,performance
Derived,Nominal,Numerical,PieChart,OK
Derived,Nominal,Numerical,Scatterplot,OK
Distribution,Nominal,Numerical,BarChart,OK
Distribution,Nominal,Numerical,PieChart,OK
Distribution,Nominal,Numerical,Scatterplot,OK
Distribution,Nominal,Numerical,Scatterplot,OK
Distribution,Nominal,Numerical,Scatterplot,OK
Distribution,Numerical,Numerical,Scatterplot,OK
Distribution,Numerical,Numerical,Scatterplot,OK
Distribution,Ordinal,Numerical,Scatterplot,OK
Distribution,Ordinal,Numerical,Scatterplot,OK
Distribution,Ordinal,Numerical,Table,OK
Extremum,Nominal,Numerical,BarChart,OK
Extremum,Numerical,Numerical,BarChart,OK
Extremum,Ordinal,Numerical,BarChart,OK
Extremum,Ordinal,Numerical,BarChart,OK
Extremum,Nominal,Numerical,LineChart,OK
Extremum,Nominal,Numerical,LineChart,OK
Extremum,Nominal,Numerical,LineChart,OK
Extremum,Nominal,Numerical,LineChart,OK
Extremum,Numerical,Numerical,LineChart,OK
Extremum,Numerical,Numerical,LineChart,OK
Extremum,Numerical,Numerical,LineChart,OK
Extremum,Numerical,Numerical,LineChart,OK
Extremum,Numerical,Numerical,LineChart,OK
Extremum,Ordinal,Numerical,LineChart,OK
Extremum,Ordinal,Numerical,LineChart,OK
Extremum,Ordinal,Numerical,PieChart,OK
Extremum,Nominal,Numerical,Scatterplot,OK
Extremum,Nominal,Numerical,Scatterplot,OK
Extremum,Numerical,Numerical,Scatterplot,OK
Extremum,Numerical,Numerical,Scatterplot,OK
Extremum,Ordinal,Numerical,Scatterplot,OK
Extremum,Ordinal,Numerical,Scatterplot,OK
Extremum,Ordinal,Numerical,Scatterplot,OK
Filter,Nominal,Numerical,BarChart,OK
Filter,Ordinal,Numerical,BarChart,OK
Filter,Numerical,Numerical,PieChart,OK
Filter,Numerical,Numerical,PieChart,OK
Filter,Nominal,Numerical,Table,OK
Filter,Ordinal,Numerical,Table,OK
Filter,Ordinal,Numerical,Table,OK
Filter,Ordinal,Numerical,Table,OK
Order,Ordinal,Numerical,BarChart,OK
Order,Nominal,Numerical,LineChart,OK
Order,Nominal,Numerical,Scatterplot,OK
Order,Ordinal,Numerical,Scatterplot,OK
Order,Ordinal,Numerical,Scatterplot,OK
Range,Nominal,Numerical,BarChart,OK
Range,Nominal,Numerical,BarChart,OK
Range,Numerical,Numerical,BarChart,OK
Range,Numerical,Numerical,BarChart,OK
Range,Numerical,Numerical,BarChart,OK
Range,Numerical,Numerical,BarChart,OK
Range,Numerical,Numerical,BarChart,OK
Range,Numerical,Numerical,BarChart,OK
Range,Nominal,Numerical,LineChart,OK
Range,Numerical,Numerical,LineChart,OK
Range,Ordinal,Numerical,LineChart,OK
Range,Ordinal,Numerical,LineChart,OK
Range,Nominal,Numerical,PieChart,OK
Range,Ordinal,Numerical,PieChart,OK
Range,Ordinal,Numerical,PieChart,OK
Retrieve,Nominal,Numerical,BarChart,OK
Retrieve,Numerical,Numerical,BarChart,OK
Retrieve,Ordinal,Numerical,BarChart,OK
Retrieve,Ordinal,Numerical,BarChart,OK
Retrieve,Nominal,Numerical,LineChart,OK
Retrieve,Nominal,Numerical,LineChart,OK
Retrieve,Nominal,Numerical,LineChart,OK
Retrieve,Numerical,Numerical,LineChart,OK
Retrieve,Ordinal,Numerical,LineChart,OK
Retrieve,Nominal,Numerical,PieChart,OK
Retrieve,Numerical,Numerical,PieChart,OK
Retrieve,Ordinal,Numerical,PieChart,OK
Retrieve,Nominal,Numerical,Scatterplot,OK
Retrieve,Numerical,Numerical,Scatterplot,OK
Retrieve,Ordinal,Numerical,Scatterplot,OK
Anomalies,Nominal,Numerical,BarChart,OK
Anomalies,Numerical,Numerical,BarChart,OK
Anomalies,Numerical,Numerical,LineChart,OK
Anomalies,Numerical,Numerical,LineChart,OK
Anomalies,Numerical,Numerical,LineChart,OK
Anomalies,Ordinal,Numerical,PieChart,OK
Anomalies,Ordinal,Numerical,PieChart,OK
Anomalies,Nominal,Numerical,Table,OK
Cluster,Ordinal,Numerical,BarChart,OK
Cluster,Ordinal,Numerical,BarChart,OK
Cluster,Numerical,Numerical,PieChart,OK
Cluster,Numerical,Numerical,PieChart,OK
Cluster,Numerical,Numerical,PieChart,OK
Cluster,Numerical,Numerical,PieChart,OK
Cluster,Numerical,Numerical,PieChart,OK
Cluster,Nominal,Numerical,Scatterplot,OK
Cluster,Nominal,Numerical,Scatterplot,OK
Cluster,Numerical,Numerical,Scatterplot,OK
Correlation,Numerical,Numerical,BarChart,OK
Correlation,Numerical,Numerical,LineChart,OK
Correlation,Ordinal,Numerical,LineChart,OK
Correlation,Ordinal,Numerical,PieChart,OK
Correlation,Numerical,Numerical,Scatterplot,OK
Derived,Ordinal,Numerical,BarChart,OK
Derived,Ordinal,Numerical,LineChart,OK
Derived,Nominal,Numerical,PieChart,OK
Derived,Nominal,Numerical,PieChart,OK
Derived,Numerical,Numerical,PieChart,OK
Derived,Ordinal,Numerical,PieChart,OK
Derived,Ordinal,Numerical,PieChart,OK
Derived,Numerical,Numerical,Scatterplot,OK
Derived,Ordinal,Numerical,Scatterplot,OK
Derived,Ordinal,Numerical,Table,OK
Distribution,Numerical,Numerical,BarChart,OK
Distribution,Numerical,Numerical,BarChart,OK
Distribution,Ordinal,Numerical,BarChart,OK
Distribution,Nominal,Numerical,PieChart,OK
Distribution,Ordinal,Numerical,PieChart,OK
Distribution,Nominal,Numerical,Scatterplot,OK
Distribution,Ordinal,Numerical,Table,OK
Extremum,Nominal,Numerical,LineChart,OK
Extremum,Nominal,Numerical,LineChart,OK
Extremum,Numerical,Numerical,LineChart,OK
Extremum,Numerical,Numerical,LineChart,OK
Extremum,Numerical,Numerical,LineChart,OK
Extremum,Ordinal,Numerical,LineChart,OK
Extremum,Numerical,Numerical,PieChart,OK
Extremum,Ordinal,Numerical,PieChart,OK
Extremum,Ordinal,Numerical,PieChart,OK
Extremum,Nominal,Numerical,Scatterplot,OK
Extremum,Nominal,Numerical,Scatterplot,OK
Extremum,Numerical,Numerical,Scatterplot,OK
Extremum,Numerical,Numerical,Scatterplot,OK
Extremum,Numerical,Numerical,Scatterplot,OK
Extremum,Numerical,Numerical,Scatterplot,OK
Extremum,Ordinal,Numerical,Scatterplot,OK
Extremum,Ordinal,Numerical,Scatterplot,OK
Filter,Nominal,Numerical,BarChart,OK
